originating_name,target_name,reaction_count,message,name,description,link
spo,usvit,134,"Ing. Miroslav Lidinský: Premiér Sobotka si  s Angelou Merkelovou notovali nad sankcemi vůči rusku, prý není důvod je rušit. A co podniky, které se kvůli sankcím dostaly do potíží? Co občané, kteří kvůli sankcím přišli o práci? Co Kovosvit ze Sezimova Ústí a jeho 700 zaměstnanců, kteří čekají na mzdy? Premiér si musí uvědomit, že má v první řadě odpovědnost za české občany a ne za to aby se zalíbil německé kancléřce, nebo aby byl oblíbený mezi svými kamarády v Bruselu!",Timeline Photos,,https://www.facebook.com/usvitnarodnikoalice.cz/photos/a.541636472554215.1073741828.526346124083250/1221355581248964/?type=3
spo,usvit,133,"„Pokud kancléřka Merkelová pozve do Německa a do Evropy statisíce Syřanů a tím způsobí největší imigrační a bezpečnostní krizi v moderní historii Evropy, měla by okamžitě rezignovat. A to jsem ještě mírný! Díky její politice umírali lidé a některé její kroky by se daly označit za trestný čin! Na to už omluva nestačí.

 Nemůže přece udělat nevratné, „smrtící“ kroky a pak říct „nepovedlo se to, tak se omlouvám“! To samé platí pro nikým nevolenou europartu, jako jsou předseda Evropské komise Juncker nebo eurokomisařka Mogheriniová""  uvedl Marek Černoch v rozhovoru pro Parlamentní listy.","Marek Černoch prozradil, co se dělo ve sněmovně kvůli Turecku. Merkelová by měla rezignovat, a to jsem ještě mírný, dodává","ROZHOVOR Šéf poslaneckého klubu hnutí Úsvit Marek Černoch v rozhovoru pro ParlamentníListy.cz prozradil, jak v týdnu probíhalo na výboru Poslanecké sněmovny jednání o bezvízovém styku s Tureckem. A poté připomněl, jak k této...",http://www.parlamentnilisty.cz/arena/rozhovory/Marek-Cernoch-prozradil-co-se-delo-ve-snemovne-kvuli-Turecku-Merkelova-by-mela-rezignovat-a-to-jsem-jeste-mirny-dodava-452024
spo,parlace,131,"Pozor, pozor, hovoří Karel Gott",Karel Gott pro PL: Donald J. Trump vrací lidem naději. Jako se to povedlo Reaganovi,"Donald Trump Američanům svým zvolením vrací naději, že lze proměnit americký sen ve skutečnost, říká ParlamentnímListům.cz několikanásobný Český slavík Karel Gott ve spojitosti s cestou amerického miliardáře do Oválné pracovny Bílého domu.",http://www.parlamentnilisty.cz/arena/monitor/Karel-Gott-pro-PL-Donald-J-Trump-vraci-lidem-nadeji-Jako-se-to-povedlo-Reaganovi-462151
spo,IvCRN,131,"- zruším všechny protiústavní exekutivní dekrety, memoranda a příkazy vydané prezidentem Obamou.

- zruším všechny federální dotace pro města v US a Kanadě, která poskytují asyl nelegálním imigrantům bez dokumentů 

- zahájím deportace více než dvou milionů kriminálních ilegálních imigrantů, zastavím vydávání vstupních víz pro země jejich původu, které je odmítnou přijmout.

- omezím imigraci z regionů spojených s terorismem, ve kterých nelze potenciální imigranty bezpečně prověřit. Všechny prověřovací procesy v zemích těchto regionů budou prováděny v režimu extrémního prověřování.

http://www.samizdat2016.cz/2016/11/kompletni-trumpuv-prezidentsky-plan-pro-prvnich-100-dni-funkce/",Kompletní Trumpův prezidentský plán pro prvních 100 dní funkce – Samizdat 2016,"Kompletní Trumpův prezidentský plán pro prvních 100 dní funkce Podle Trumpova projevu přeložil Tommáš Haas Co bude následovat, je můj 100-denní akční plán, začít práce na obnovu Ameriky. Je to smlouva mezi mnou a americkými voliči – a začíná s obnovou poctivosti, odpovědnosti a změn ve Washingtonu. ...",http://www.samizdat2016.cz/2016/11/kompletni-trumpuv-prezidentsky-plan-pro-prvnich-100-dni-funkce/
spo,svobodni,130,"Europoslanec za Svobodné: „Turecký prezident Erdogan má zcela jiné představy o právu a demokracii, než máme my. Turecko neleží v Evropě a nepatří do EU, a já proto vyzývám Evropskou radu, aby okamžitě ukončila jednání s Tureckem o členství v EU!“",Petr Mach: Turecko nepatří do EU,,https://www.facebook.com/svobodni/videos/10154546497474704/
spo,rudy kurvy,129,"Sdílejte!

Nejsme spolková země Německa, pane premiére!

Projev předsedy ÚV KSČM a místopředsedy PSP ČR JUDr. Vojtěcha Filipa z jednání Poslanecké sněmovny, dne 13. 9. k bodu: Informace předsedy vlády o skutečném postoji k migraci a k dohodě Evropské unie s Tureckem",,,https://www.facebook.com/komunistickastranacechamoravy/videos/801739469968797/
spo,parlace,125,"Jarek Nohavica: Nenechme si vzít, co jsme zdědili od pradědů, dědů a otců","Jarek Nohavica: Nenechme si vzít, co jsme zdědili od pradědů, dědů a otců",O písni „Arab mi šahá na babu“ mimo jiné pohovořil reportér Tomáš Poláček s jejím autorem Jarkem Nohavicou. Ochutnávku rozhovoru z nového čísla Reportér Magazínu zveřejnil na svém facebookovém profilu.,http://www.parlamentnilisty.cz/arena/monitor/Jarek-Nohavica-Nenechme-si-vzit-co-jsme-zdedili-od-pradedu-dedu-a-otcu-461792
spo,usvit,125,"Jdeme Angele Merkelové říct, co si myslíme o její politice a pozvání imigrantů do Evropy. Přidejte se a pojďte s námi.

Čtvrtek 25. 8. 2016
17:00 Prašný most u Pražského hradu
18:30 U Lichtenštejnského paláce (Kampa, U Sovových mlýnů 4/506) - Pivem a bavorskou klobásou proti islamizaci. 

Děkujeme za podporu a sdílení.",Timeline Photos,,https://www.facebook.com/usvitnarodnikoalice.cz/photos/a.541636472554215.1073741828.526346124083250/1217801298271059/?type=3
spo,usvit,121,"Vláda chce schválit PŮL MILIARDY ZA SLUŽBY PRO 6000 UPRCHLÍKŮ! Pokud to schválí podáme trestní oznámení!

Vláda bude ve středu schvalovat veřejnou zakázku pod názvem „Generální poskytovatel integračních služeb pro osoby s udělenou mezinárodní ochranou pro období let 2017 – 2019“. Předmětem zakázky je integrace 6000 islámských imigrantů. Premiér Sobotka, vicepremiér Babiš i ministři napříč vládou opakují, že odmítají přijímat imigranty. Přesto všichni tito členové vlády s touto veřejnou zakázkou souhlasí a v připomínkovém řízení se proti ní žádný nepostavil. Cena za zakázku je 520 milionů korun.

„Sobotka, Babiš a další ministři lžou každý den českému národu do očí. V době, kdy Evropa čelí islámské radikalizaci a terorismu, je to pro mě jako pro vojáka válečná zrada,“ uvedl k tomuto kroku vlády předseda Úsvitu a válečný veterán Miroslav Lidinský.

„Jsme toho názoru, že v situaci, kdy oficiální stanovisko české vlády zní, že vláda odmítá přijímání imigrantů je zadání takové zakázky naprosto nehospodárné, neboť k zadání zakázky není žádný důvod. Oznamujeme proto, že pokud tento materiál vláda schválí, podá strana Úsvit-Národní koalice trestní oznámení za porušení povinností při správě cizího majetku,“ konkretizoval další postup Úsvitu předseda Lidinský.

Pokud souhlasíte s trestním oznámením na vládu lajkněte post a sdílejte!",Timeline Photos,,https://www.facebook.com/usvitnarodnikoalice.cz/photos/a.541636472554215.1073741828.526346124083250/1223046817746507/?type=3
spo,IvCRN,119,"Dnes v noci vyhrál drtivě prezidentské volby v Bulharsku generál ve výslužbě a bývalý velitel vzdušných sil Rumen Radev, který vyzval ke zrušení podpory islámské imigrace a k ukončení sankcí proti Rusku. Bulhaři se cítí ohroženi kvůli vyhlášce Ministerstva vnitra č.208 na podporu a financování usídlení migrantských rodin v Bulharsku. Po svém úspěchu v 1. kole Radev prohlásil, že zrušení této vyhlášky bude první věc,kterou jako prezident udělá.

Bulhaři si vybrali dobře. Představte si jak by vypadali, kdyby vyhrála probruselská Cecka Cačeva... 

Mimochodem, ""proruský"" je nálepka, kterou na prezidenta přilípl aktivistický pisálek Novinek. Sám generál uvádí, že ke členství v NATO není alternativa a zdůrazňoval, že studoval v USA. Tvrdí jen, že chce bulharskou cestou. Odmítal ale sankce na Rusko a říkal: „Neměli bychom se dívat na Rusko jako nepřítele.” 

Za zpravodajství z Bulharska děkujeme Iljana Nikolova

https://www.novinky.cz/zahranicni/evropa/420552-bulharsko-se-odvraci-od-promigrantskeho-bruselu-prezidentem-bude-general.html","Bulharsko se odvrací od promigrantského Bruselu, prezidentem bude generál","Proruský kandidát Rumen Radev bude novým bulharským prezidentem. Po sečtení drtivé většiny okrsků z nedělních voleb porazil vládní proevropskou kandidátku Cecku Cačevovou rozdílem více než 20 procentních bodů, informovala v pondělí agentura Reuters. Konzervativní premiér Bojko Borisov před volbami t...",https://www.novinky.cz/zahranicni/evropa/420552-bulharsko-se-odvraci-od-promigrantskeho-bruselu-prezidentem-bude-general.html
spo,eurozpravy,118,"Vypadni, nebo ti rozbijeme hubu... Dopiješ to pivo a vypadneš pryč, do týhle hospody už nepáchneš, tady pro tebe není místo, hrozili hosté hospody Hollanovi a Stropnickému","Stropnického a Hollana napadli kvůli uprchlíkům. Vypadněte, křičela hospoda | EuroZprávy.cz","Brno - Brněnského zastupitele Matěje Hollana a předsedu Zelených Matěje Stropnického včera v Brně vyhodili z hospody. Podle Hollana jim vyhrožoval násilím známý advokát Richard Špíšek, který například obhajoval Kevina Dahlgrena. Ten to odmítá a všechno svádí na kamaráda, se kterým byl na pivu.",http://domaci.eurozpravy.cz/zivot/167417-stropnickeho-a-hollana-napadli-kvuli-uprchlikum-vypadnete-kricela-hospoda/
spo,spd,118,,Radim Fiala - SPD,"Vítězství Donalda Trumpa je vítězstvím svobody, demokracie a zdravého rozumu. Donald Trump čelil manipulaci, absolutně vylhaným průzkumům a politickým intrikám v neuvěřitelném rozsahu. V televizních debatách byl okřikován a omezován moderátory stejně, jako nedávno Tomio Okamura v ČT. Přesto vítězí. 

Vítězí proto, že Američané šli volit. Gratuluji Donaldovi Trumpovi! Pevně věřím, že splní naše očekávání a nebezpečnou ideologii globálního multikulturního světa nahradí pragmatismus a rozum. Chci vyzvat všechny naše příznivce: mluvte s lidmi ve svém okolí, je nutné využit sněmovních voleb na podzim 2017 k zásadní změně v České republice! Věřím, že naše hnutí Svoboda a přímá demokracie - Tomio Okamura získá významnou podporu voličů. Jsme jediní, kdo nabízí skutečnou změnu pro českého občana, který žije ze své výplaty, ze své živnosti nebo malé firmy. Když si tento člověk dnes spočítá svou výplatu a své peníze, které mu zbývají, je ohromen tím, kolik mu tento stát bere a jak stát s těmito penězi hospodaří. 

Sledujte: https://www.facebook.com/radimfiala.cz
Autor fotografie: Gage Skidmore",https://www.facebook.com/radimfiala.cz/photos/a.319806061371541.81729.117787408240075/1317273974958073/?type=3
spo,parlace,117,"""Já jako studentka vysoké školy nemůžu souhlasit s tím, že nějací samozvaní mluvčí studentů v Praze mluví za všechny vysokoškolské studenty. Za mě rozhodně nemluví a bylo by dobré, aby tito studenti ve svých projevech jasně vždy sdělili, že mluví jen za sebe a za svoji určitou skupinu.""","Naštvaná vysokoškolačka: Samozvaní mluvčí studentů na Albertově. Za mě rozhodně nemluvili! ""Pražská kavárna"" rozeštvává společnost. Kdyby byla u moci, snad by i postavila koncentrační tábory pro ty s jiným názorem","ROZHOVOR „Někteří studenti usilují o zachování současného systému vládnoucích elit a stranických oligarchií, kde se běžný občan nemůže domoci spravedlnosti ani demokracie.“ Tak vnímá manifest studentů k 17. listopadu vysokoškolačka a nejmladší zastupitelka za SPD Tereza Hyťhová, která nemá pocit, že...",http://www.parlamentnilisty.cz/arena/rozhovory/Nastvana-vysokoskolacka-Samozvani-mluvci-studentu-na-Albertove-Za-me-rozhodne-nemluvili-Prazska-kavarna-rozestvava-spolecnost-Kdyby-byla-u-moci-snad-by-i-postavila-koncentracni-tabory-pro-ty-s-jinym-nazorem-4
spo,spd,115,"Hm, tak po volbách, které jsme podle všech médií měli prohrat, nás najednou na okamžik pustili do televize",Timeline Photos,,https://www.facebook.com/hnutispd/photos/a.974781025886076.1073741828.937443906286455/1271826286181547/?type=3
spo,ano,112,"A teď prosíme pozor. Andrej Babiš získal ocenění prestižního časopisu Emerging Markets pro NEJLEPŠÍHO MINISTRA FINANCÍ zemí Střední a Východní Evropy za rok 2016!

V hlasování představitelů finančních institucí, bankéřů, analytiků a dalších finančních expertů zvítězil český ministr financí díky své vyvážené a zodpovědné fiskální politice, která pomáhá udržovat a podporovat hospodářský růst a zároveň výrazně přispívá ke snižování zadluženosti země. Státní dluh od nástupu Andreje Babiše do úřadu klesl v absolutních číslech k 30. září 2016 o 23 mld. Kč. V poměru k hrubému domácímu produktu poklesl o 5,6 procentního bodu na 35,5 % HDP, čímž se Česká republika řadí mezi nejméně zadlužené státy EU.",Andrej Babiš získal ocenění pro ministra financí roku 2016,"Ministerstvo financí je orgánem státní správy pro státní rozpočet České Republiky. Na portále naleznete Informace o veřejných financích, daních a clech, přehled o rozvoji trhu a státní pokladně.",http://www.mfcr.cz/cs/aktualne/tiskove-zpravy/2016/andrej-babis-ziskal-oceneni-26271
spo,svobodni,111,,Strana svobodných občanů's cover photo,,https://www.facebook.com/svobodni/photos/a.10150697185784704.414924.43855944703/10154606691849704/?type=3
spo,svobodny forum,110,"Skvělý úspěch: Rozhovor s Bárou Štěpánovou má za 24 hodin už 100 tisíc zobrazení. Je to proto, že se Bára nebojí a říká věci přímo.","Bára Štěpánová: Nejde jen o ohavného prezidenta, ale i o Babiše a o naši svobodu","Herečka, signatářka Charty 77 a spoluzakladatelka někdejší Společnosti za veselejší současnost Bára Štěpánová zmínila jako jediná v původně zcenzurované Show Jana Krause i to, že „bylo kdysi takové heslo: Republiku si rozvracet nedáme. Tak prosím pěkně: Naši zemi si ukrást nedáme. Ani tím monstrem n...",http://svobodneforum.cz/bara-stepanova-nejde-jen-o-ohavneho-prezidenta-ale-i-o-babise-a-o-nasi-svobodu/
spo,svobodny forum,110,"Jeden z nejčtenějších rozhovorů na Svobodném fóru. Nejen o tom, jak Báru Štěpánovou pozval na večeři Andrej Babiš.","Bára Štěpánová: Nejde jen o ohavného prezidenta, ale i o Babiše a o naši svobodu","Herečka, signatářka Charty 77 a spoluzakladatelka někdejší Společnosti za veselejší současnost Bára Štěpánová zmínila jako jediná v původně zcenzurované Show Jana Krause i to, že „bylo kdysi takové heslo: Republiku si rozvracet nedáme. Tak prosím pěkně: Naši zemi si ukrást nedáme. Ani tím monstrem n...",http://svobodneforum.cz/bara-stepanova-nejde-jen-o-ohavneho-prezidenta-ale-i-o-babise-a-o-nasi-svobodu/
spo,svobodny forum,110,"Herečce Báře Štěpánové přišla po jejím zcenzurovaném vystoupení v Show Jana Krause velmi zvláštní textová zpráva podepsaná ministrem financí Andrejem Babišem. Svobodnému fóru popsala, jak všechno probíhalo, i co ji trápí na současném dění v České republice.","Bára Štěpánová: Nejde jen o ohavného prezidenta, ale i o Babiše a o naši svobodu","Herečka, signatářka Charty 77 a spoluzakladatelka někdejší Společnosti za veselejší současnost Bára Štěpánová zmínila jako jediná v původně zcenzurované Show Jana Krause i to, že „bylo kdysi takové heslo: Republiku si rozvracet nedáme. Tak prosím pěkně: Naši zemi si ukrást nedáme. Ani tím monstrem n...",http://svobodneforum.cz/bara-stepanova-nejde-jen-o-ohavneho-prezidenta-ale-i-o-babise-a-o-nasi-svobodu/
spo,parlace,105,"Zeman před plným náměstím: Pohrdám pražskou kavárnou a řeknu vám proč. Ruml, lžidoktor Kalvoda – ti všichni šli z politiky s ostudou a teď budou svědomím národa?","Zeman před plným náměstím: Pohrdám pražskou kavárnou a řeknu vám proč. Ruml, lžidoktor Kalvoda – ti všichni šli z politiky s ostudou a teď budou svědomím národa?",S občany města Orlová se při návštěvě Moravskoslezského kraje sešel prezident Miloš Zeman. Mimo jiné hovořil o nezaměstnanosti i o sociálních dávkách. A svůj prostor dostali i občané.,http://www.parlamentnilisty.cz/arena/monitor/Zeman-pred-plnym-namestim-Pohrdam-prazskou-kavarnou-a-reknu-vam-proc-Ruml-lzidoktor-Kalvoda-ti-vsichni-sli-z-politiky-s-ostudou-a-ted-budou-svedomim-naroda-461066
spo,rudy kurvy,105,Souhlasíte s Kateřina Konečná?,Timeline Photos,,https://www.facebook.com/komunistickastranacechamoravy/photos/a.299979903478092.1073741828.298789466930469/747514198724658/?type=3
spo,parlace,103,"Režisér Václav Dvořák, proslavený kromě dokumentů (Uloupené Kosovo) také natočením hysterického záchvatu Madeleine Albrightové, posílá pádný vzkaz do pražské kavárny","Lumpenkavárníci, vy jelita, dejte si pozor. Chodím cvičit na střelnici a znám spoustu lidí, co si pořídili zbraň. Tady vám žádný Majdan nevyjde, varuje dokumentarista Dvořák","ROZHOVOR „Podívejte se na příklad našich zpracovatelů mléka a na farmáře s jejich chovy dojných krav. Výkupní ceny mléka klesly, protože není odbyt. Chybí ruský trh. A nový čínský nám zablokovala aféra rozjetá všemi těmi, kdo si otevírali ‚průduchy ducha‘ s veleduchem dalajlámou...,“ zoufá si režisé...",http://www.parlamentnilisty.cz/zpravy/Lumpenkavarnici-vy-jelita-dejte-si-pozor-Chodim-cvicit-na-strelnici-a-znam-spoustu-lidi-co-si-poridili-zbran-Tady-vam-zadny-Majdan-nevyjde-varuje-dokumentarista-Dvorak-461200
spo,IvCRN,100,"Mluvčí Muslimského bratrstva - což je taková nadnárodní teroristická internacionála - označil Trumpovo vítězství za POHROMU pro islámský a muslimský svět.

U mě dobrý ... 

Komentář: M. Konvička

https://www.jihadwatch.org/2016/11/muslim-brotherhood-trump-victory-a-disaster",Muslim Brotherhood: Trump victory a “disaster”,Merkel warns Trump: Cooperation only if he upholds,https://www.jihadwatch.org/2016/11/muslim-brotherhood-trump-victory-a-disaster
spo,prvnizpravy,100,Zbořil: Pokus o podvod nebo o privatizaci cenzury?,První zprávy - Domácí - Zbořil: Pokus o podvod nebo o privatizaci cenzury?,"<< VIDEO >> Prezident Obama na návštěvě Japonska sice položí květiny k pomníku obětí atomových bomb, svržených Američany na konci 2.světové války, ale neomluví se.",http://prvnizpravy.parlamentnilisty.cz/zpravy/politika/zboril-pokus-o-podvod-nebo-o-privatizaci-cenzury/
spo,prvnizpravy,100,Zbořil: Pokus o podvod nebo o privatizaci cenzury?,První zprávy - Domácí - Zbořil: Pokus o podvod nebo o privatizaci cenzury?,"<< VIDEO >> Prezident Obama na návštěvě Japonska sice položí květiny k pomníku obětí atomových bomb, svržených Američany na konci 2.světové války, ale neomluví se.",http://prvnizpravy.parlamentnilisty.cz/zpravy/politika/zboril-pokus-o-podvod-nebo-o-privatizaci-cenzury/
spo,parlace,99,"Trochu jiné oslavy 17. listopadu. Spíše ""účtování"". Na Václavák zve Tomio Okamura","Tomio Okamura chystá ""trochu jiné"" oslavy 17.listopadu. Bude se účtovat. Dojde na prolhanou ČT, extremisty z kaváren i tuneláře","ROZHOVOR Pane prezidente, bude nám ctí! Šéf SPD zve 17. listopadu hlavu státu na výstavu, kterou uspořádá na Václavském náměstí. Na velkoplošných panelech tu bude ukazovat největší tunely a podvody od sametové revoluce a připomene sliby Václava Havla. A Okamurovo hodnocení situace posledních dnů? Žá...",http://www.parlamentnilisty.cz/arena/rozhovory/Tomio-Okamura-chysta-trochu-jine-oslavy-17-listopadu-Bude-se-uctovat-Dojde-na-prolhanou-CT-extremisty-z-kavaren-i-tunelare-461094
spo,spd,99,Nechcete si na to zvykat jako na samozřejmost? Nechcete platit koncesionářské poplatky za takovou službu? Podepište petici na přímou volbu ředitele České televize: http://www.petice24.com/petice_za_pimou_volbu_editele_eske_televize,Timeline Photos,,https://www.facebook.com/hnutispd/photos/a.974781025886076.1073741828.937443906286455/1274240775940098/?type=3
spo,spd,98,Interview,,,https://www.facebook.com/hnutispd/videos/1271749809522528/
spo,echo,96,"Profesor Bassam Tibi je původem Syřan, profesí západní vzdělanec, po většinu svého dospělého života občan Německa. Dlouho patřil k optimistům, kteří věřili v plodné soužití muslimů v Evropě s jejich hostiteli.","Vítací kultura dovede Německo k záhubě, říká profesor Bassam Tibi - Echo24.cz","Profesor Bassam Tibi (72) je původem Syřan, profesí západní vzdělanec, po většinu svého dospělého života občan Německa. Dlouho patřil k optimistům, kteří věřili v plodné soužití muslimů v Evropě s jejich hostiteli. V rozhovoru pro Týdeník Echo vysvětluje emeritní profesor mezinárodních vztahů na uni...",http://echo24.cz/a/iHSVk#M9TfsZRTOIMQXFT3.01
svobodni,svobodny forum,280,"Skvělý úspěch: Rozhovor s Bárou Štěpánovou má za 24 hodin už 100 tisíc zobrazení. Je to proto, že se Bára nebojí a říká věci přímo.","Bára Štěpánová: Nejde jen o ohavného prezidenta, ale i o Babiše a o naši svobodu","Herečka, signatářka Charty 77 a spoluzakladatelka někdejší Společnosti za veselejší současnost Bára Štěpánová zmínila jako jediná v původně zcenzurované Show Jana Krause i to, že „bylo kdysi takové heslo: Republiku si rozvracet nedáme. Tak prosím pěkně: Naši zemi si ukrást nedáme. Ani tím monstrem n...",http://svobodneforum.cz/bara-stepanova-nejde-jen-o-ohavneho-prezidenta-ale-i-o-babise-a-o-nasi-svobodu/
svobodni,svobodny forum,280,"Jeden z nejčtenějších rozhovorů na Svobodném fóru. Nejen o tom, jak Báru Štěpánovou pozval na večeři Andrej Babiš.","Bára Štěpánová: Nejde jen o ohavného prezidenta, ale i o Babiše a o naši svobodu","Herečka, signatářka Charty 77 a spoluzakladatelka někdejší Společnosti za veselejší současnost Bára Štěpánová zmínila jako jediná v původně zcenzurované Show Jana Krause i to, že „bylo kdysi takové heslo: Republiku si rozvracet nedáme. Tak prosím pěkně: Naši zemi si ukrást nedáme. Ani tím monstrem n...",http://svobodneforum.cz/bara-stepanova-nejde-jen-o-ohavneho-prezidenta-ale-i-o-babise-a-o-nasi-svobodu/
svobodni,svobodny forum,280,"Herečce Báře Štěpánové přišla po jejím zcenzurovaném vystoupení v Show Jana Krause velmi zvláštní textová zpráva podepsaná ministrem financí Andrejem Babišem. Svobodnému fóru popsala, jak všechno probíhalo, i co ji trápí na současném dění v České republice.","Bára Štěpánová: Nejde jen o ohavného prezidenta, ale i o Babiše a o naši svobodu","Herečka, signatářka Charty 77 a spoluzakladatelka někdejší Společnosti za veselejší současnost Bára Štěpánová zmínila jako jediná v původně zcenzurované Show Jana Krause i to, že „bylo kdysi takové heslo: Republiku si rozvracet nedáme. Tak prosím pěkně: Naši zemi si ukrást nedáme. Ani tím monstrem n...",http://svobodneforum.cz/bara-stepanova-nejde-jen-o-ohavneho-prezidenta-ale-i-o-babise-a-o-nasi-svobodu/
svobodni,IvCRN,276,"Dnes v noci vyhrál drtivě prezidentské volby v Bulharsku generál ve výslužbě a bývalý velitel vzdušných sil Rumen Radev, který vyzval ke zrušení podpory islámské imigrace a k ukončení sankcí proti Rusku. Bulhaři se cítí ohroženi kvůli vyhlášce Ministerstva vnitra č.208 na podporu a financování usídlení migrantských rodin v Bulharsku. Po svém úspěchu v 1. kole Radev prohlásil, že zrušení této vyhlášky bude první věc,kterou jako prezident udělá.

Bulhaři si vybrali dobře. Představte si jak by vypadali, kdyby vyhrála probruselská Cecka Cačeva... 

Mimochodem, ""proruský"" je nálepka, kterou na prezidenta přilípl aktivistický pisálek Novinek. Sám generál uvádí, že ke členství v NATO není alternativa a zdůrazňoval, že studoval v USA. Tvrdí jen, že chce bulharskou cestou. Odmítal ale sankce na Rusko a říkal: „Neměli bychom se dívat na Rusko jako nepřítele.” 

Za zpravodajství z Bulharska děkujeme Iljana Nikolova

https://www.novinky.cz/zahranicni/evropa/420552-bulharsko-se-odvraci-od-promigrantskeho-bruselu-prezidentem-bude-general.html","Bulharsko se odvrací od promigrantského Bruselu, prezidentem bude generál","Proruský kandidát Rumen Radev bude novým bulharským prezidentem. Po sečtení drtivé většiny okrsků z nedělních voleb porazil vládní proevropskou kandidátku Cecku Cačevovou rozdílem více než 20 procentních bodů, informovala v pondělí agentura Reuters. Konzervativní premiér Bojko Borisov před volbami t...",https://www.novinky.cz/zahranicni/evropa/420552-bulharsko-se-odvraci-od-promigrantskeho-bruselu-prezidentem-bude-general.html
svobodni,IvCRN,261,"- zruším všechny protiústavní exekutivní dekrety, memoranda a příkazy vydané prezidentem Obamou.

- zruším všechny federální dotace pro města v US a Kanadě, která poskytují asyl nelegálním imigrantům bez dokumentů 

- zahájím deportace více než dvou milionů kriminálních ilegálních imigrantů, zastavím vydávání vstupních víz pro země jejich původu, které je odmítnou přijmout.

- omezím imigraci z regionů spojených s terorismem, ve kterých nelze potenciální imigranty bezpečně prověřit. Všechny prověřovací procesy v zemích těchto regionů budou prováděny v režimu extrémního prověřování.

http://www.samizdat2016.cz/2016/11/kompletni-trumpuv-prezidentsky-plan-pro-prvnich-100-dni-funkce/",Kompletní Trumpův prezidentský plán pro prvních 100 dní funkce – Samizdat 2016,"Kompletní Trumpův prezidentský plán pro prvních 100 dní funkce Podle Trumpova projevu přeložil Tommáš Haas Co bude následovat, je můj 100-denní akční plán, začít práce na obnovu Ameriky. Je to smlouva mezi mnou a americkými voliči – a začíná s obnovou poctivosti, odpovědnosti a změn ve Washingtonu. ...",http://www.samizdat2016.cz/2016/11/kompletni-trumpuv-prezidentsky-plan-pro-prvnich-100-dni-funkce/
svobodni,IvCRN,212,"Mluvčí Muslimského bratrstva - což je taková nadnárodní teroristická internacionála - označil Trumpovo vítězství za POHROMU pro islámský a muslimský svět.

U mě dobrý ... 

Komentář: M. Konvička

https://www.jihadwatch.org/2016/11/muslim-brotherhood-trump-victory-a-disaster",Muslim Brotherhood: Trump victory a “disaster”,Merkel warns Trump: Cooperation only if he upholds,https://www.jihadwatch.org/2016/11/muslim-brotherhood-trump-victory-a-disaster
svobodni,parlace,202,"Odhad výhry z dílny The New York Times z minulého týdne. Špičková, analytická práce...",Timeline Photos,,https://www.facebook.com/parlamentnilisty.cz/photos/a.536242706420626.1073741827.135144949863739/1284867791558110/?type=3
svobodni,ods,198,"Petr Fiala: ""Máme tady politický systém, který je narušován - teď už je třeba říci - silným populistickým hnutím, které je v levicové vládě a občas vystupuje s pravicovými myšlenkami, a je tu silná levice. To znamená, že je třeba, abychom oživili a rehabilitovali českou pravici. Jak ta spolupráce bude vypadat, o tom se bavme.""","Spolupracujme všechny strany od středu doprava, vybízí šéf ODS Fiala - iDNES.cz","Vzápětí po krajských a senátních volbách přichází šéf opoziční ODS Petr Fiala s novou iniciativou směrem k ostatním nesocialistickým stranám. „Spolupracujme v nějaké formě všechny středy od středu doprava,“ řekl Fiala v rozhovoru pro iDNES.cz. Kdyby k tomu byla ochota, musí se dobře spočítat, zda by...",http://zpravy.idnes.cz/spolupracujme-vsechny-strany-od-stredu-doprava-vybizi-sef-ods-fiala-1i5-/domaci.aspx?c=A161020_161506_domaci_kop
svobodni,ods,186,"Náš znovuzvolený senátor Tomáš Jirsa dobře vystihnul, jaké negativní důsledky na malé žívnostníky #EET bude mít: ""Mám kamarádku cukrářku v malé cukrárně, která zavírá. Mám známého majitele obchodu, který zavírá. Jsou to lidé těsně před důchodem či již v důchodu, kteří zavřou živnost. Nerozumí moderní technice a nechtějí se ji učit. Nechtějí, aby je někdo udával na udavačských stránkách Ministerstva financí, že nevydali účtenku. Dvacet let podnikají, od státu nikdy nic nechtěli, ale také nechtějí, aby jim stát kontroloval každou korunu. Některé vesnice již převedly své hospůdky pod hasičské kluby. V některých vesnicích si někdo koupil pípu s chlazením a začal točit pivo v garáži. Jednoduchá pípa vyjde stejně draho jako jednoduché zařízení na EET ,pivo se točí a sousedé močí na dvoře na kanálek. A daně? Zapomeňte. Ostatně, ohání-li se ministr financí nutností zvýšit výběr DPH, připomínám, že všichni tito malí živnostníci již zaplatili DPH při nákupu svého zboží v MAKRU či jiném obchodě, a tak by se DPH státu stejně nezvedlo."" Více čtěte v odkazu níže.",EET způsobí nenapravitelné škody ve společenském životě obcí - Tomáš Jirsa,"Během volební kampaně jsem navštívil desítky hospod, zejména v malých obcích. Mnohdy v těch obcích, které nemají vlastní obecní úřad...",http://www.tomasjirsa.cz/clanky/eet-zpusobi-nenapravitelne-skody-ve-spolecenskem-zivote-obci.htm
